incident_id,date,time,province,district,road_type,latitude,longitude,weather,visibility_meters,temperature_c,wind_speed_kmh,lighting,road_condition,surface_material,number_of_lanes,speed_limit_kmh,road_curvature,road_gradient,median_type,shoulder_available,num_vehicles,vehicle_types,vehicle_avg_age_years,overloading_detected,driver_age,helmet_usage,seatbelt_usage,mobile_phone_suspected,alcohol_drug_suspected,speed_at_impact_kmh,evasive_action,accident_cause,collision_type,impact_point,num_collisions,traffic_volume_per_hour,peak_off_peak,distance_to_hospital_km,expected_response_min,fatalities,serious_injuries,minor_injuries,property_damage_level,severity
PK-2024-02392,2024-01-04,02:37,Sindh,Larkana,Highway,24.7766,66.5141,Clear,364,29.6,15.1,Dawn-Dusk,Muddy,Asphalt,3,50,Straight,Downhill,Painted,No,5,Truck;Truck;Car;Motorcycle;Car,10.6,No,52,Partial,Not Applicable,No,No,65,Braking,Speeding,Rollover,Roof,2,1854,Peak,2.6,10.3,1,2,2,Moderate,High
PK-2024-02393,2024-12-07,03:49,Islamabad,Islamabad,Highway,33.7208,72.4645,Haze,325,28.5,39.8,Daylight,Dry,Asphalt,6,80,Gentle,Flat,Physical,Yes,4,Truck;Auto-rickshaw;Car;Bus,19.5,No,24,Partial,Partial,Yes,No,75,None,Overloading,Rear-end,Side,3,689,Off-peak,7.0,12.7,0,1,1,Moderate,Medium
PK-2024-02394,2024-03-22,17:41,Balochistan,Khuzdar,Rural,28.32,66.8252,Haze,510,50.0,3.4,Daylight,Dry,Concrete,2,40,Gentle,Flat,Physical,Yes,4,Car;Car;Motorcycle;Auto-rickshaw,8.7,No,29,No,Yes,No,No,30,Braking,Speeding,Rear-end,Front,3,954,Off-peak,0.5,3.0,0,0,1,None,Low
PK-2024-02395,2024-03-19,11:30,Punjab,Sargodha,Highway,31.5637,72.9843,Clear,742,46.0,1.0,Daylight,Potholed,Asphalt,2,100,Straight,Flat,None,No,3,Truck;Car;Car,16.6,Yes,18,Partial,Not Applicable,No,No,95,None,Weather,Fixed-object,Side,2,808,Peak,4.3,13.0,0,2,3,Moderate,High
PK-2024-02396,2024-01-06,11:44,Islamabad,Islamabad,Highway,34.8166,73.9767,Clear,110,36.4,37.3,Daylight,Potholed,Asphalt,4,30,Straight,Flat,Painted,Yes,4,Bus;Bus;Truck;Bicycle,16.4,No,47,Partial,Not Applicable,No,Unknown,40,Braking,Speeding,Rollover,Front,1,183,Peak,0.5,10.8,0,2,1,Moderate,Medium
PK-2024-02397,2024-10-02,15:23,Sindh,Nawabshah,Urban,25.9159,67.4289,Fog,655,31.6,24.3,Street-lit,Muddy,Concrete,2,50,Sharp,Downhill,Physical,Yes,2,Bus;Motorcycle,11.1,No,28,No,No,No,Unknown,90,Braking,Mobile Phone,Pedestrian,Side,1,70,Off-peak,7.8,11.7,1,3,2,Total,Critical
PK-2024-02398,2024-04-20,06:26,Balochistan,Khuzdar,Rural,28.648,66.0611,Cloudy,825,32.4,2.8,Unlit,Potholed,Asphalt,4,30,Straight,Uphill,Physical,No,3,Motorcycle;Motorcycle;Motorcycle,16.2,Yes,23,No,Yes,No,Unknown,50,None,Wrong Side,Fixed-object,Side,1,1032,Off-peak,8.6,13.7,0,1,2,Moderate,High
PK-2024-02399,2024-10-22,02:24,Punjab,Multan,Highway,31.3905,73.151,Haze,98,31.3,17.5,Tunnel,Flooding,Concrete,1,100,Gentle,Uphill,Physical,Yes,2,Auto-rickshaw;Car,19.9,No,18,No,Yes,Yes,No,105,Swerving,Weather,Head-on,Front,2,736,Peak,4.3,9.4,1,3,2,Total,Critical
PK-2024-02400,2024-03-07,19:50,Sindh,Nawabshah,Urban,24.517,68.345,Cloudy,292,35.1,3.6,Daylight,Potholed,Asphalt,4,100,Straight,Uphill,Painted,Yes,3,Car;Motorcycle;Car,17.5,No,50,Partial,Not Applicable,No,No,140,None,Signal Violation,Head-on,Side,2,263,Off-peak,1.4,6.0,1,3,1,Total,Critical
PK-2024-02401,2024-11-27,03:24,Sindh,Sukkur,Highway,26.8891,68.9071,Clear,337,23.4,2.0,Street-lit,Potholed,Dirt,2,50,Hairpin,Uphill,None,Yes,2,Car;Car,8.4,No,52,No,No,No,No,60,Braking,Speeding,Side-swipe,Front,1,1734,Off-peak,1.4,11.3,0,0,0,None,Low
PK-2024-02402,2024-06-28,00:39,Punjab,Lahore,Urban,29.9662,72.456,Cloudy,44,12.8,5.5,Daylight,Dry,Concrete,4,40,Gentle,Downhill,Physical,Yes,2,Auto-rickshaw;Motorcycle,10.3,No,34,No,Not Applicable,No,No,50,None,Wrong Side,Fixed-object,Side,2,602,Peak,8.5,13.8,0,0,1,Minor,Low
PK-2024-02403,2024-09-27,00:18,Punjab,Sialkot,Urban,29.6199,74.4571,Clear,116,46.9,10.5,Street-lit,Wet,Concrete,2,30,Sharp,Flat,Physical,No,2,Car;Auto-rickshaw,2.8,No,21,No,Yes,No,No,40,None,Speeding,Side-swipe,Front,2,1130,Off-peak,6.0,15.1,0,0,1,None,Low
PK-2024-02404,2024-11-15,18:54,Balochistan,Khuzdar,Urban,28.3376,65.3263,Heavy Rain,123,27.9,1.6,Daylight,Wet,Asphalt,2,60,Hairpin,Flat,None,No,3,Motorcycle;Car;Motorcycle,3.5,No,43,No,Not Applicable,No,No,60,Swerving,Speeding,Rear-end,Rear,1,808,Off-peak,4.7,5.4,0,1,2,Moderate,Medium
PK-2024-02405,2024-01-01,16:02,Sindh,Larkana,Urban,26.3919,67.7326,Fog,198,22.9,3.6,Dawn-Dusk,Icy,Asphalt,2,50,Gentle,Flat,Painted,No,2,Car;Auto-rickshaw,6.5,No,34,Yes,No,No,No,55,None,Human Error,Side-swipe,Side,1,512,Peak,4.3,6.9,0,0,0,None,Low
PK-2024-02406,2024-06-10,08:21,Punjab,Gujranwala,Urban,30.9845,73.3309,Cloudy,1156,25.7,21.5,Daylight,Dry,Asphalt,2,60,Straight,Downhill,Painted,No,5,Motorcycle;Auto-rickshaw;Motorcycle;Motorcycle;Truck,19.7,No,21,Yes,Partial,No,No,75,Swerving,Weather,Pedestrian,Rear,1,455,Peak,19.0,31.3,0,0,1,Minor,Low
PK-2024-02407,2024-06-26,09:02,Sindh,Sukkur,Urban,24.6208,66.8374,Haze,208,22.1,2.0,Dawn-Dusk,Potholed,Gravel,3,110,Gentle,Flat,Painted,No,3,Motorcycle;Bus;Motorcycle,19.5,No,26,Yes,Not Applicable,No,No,110,None,Signal Violation,Fixed-object,Rear,1,1253,Off-peak,2.4,9.0,0,3,4,Moderate,High
PK-2024-02408,2024-05-24,01:11,KPK,Peshawar,Rural,33.19,71.4212,Fog,210,32.8,9.0,Street-lit,Dry,Asphalt,2,80,Straight,Flat,Physical,Yes,2,Bus;Motorcycle,4.8,No,33,Partial,Partial,No,No,120,Braking,Speeding,Side-swipe,Rear,3,803,Peak,0.5,5.9,0,1,2,Severe,High
PK-2024-02409,2024-08-28,08:39,Punjab,Bahawalpur,Rural,29.7619,73.6908,Clear,122,30.7,8.8,Street-lit,Potholed,Gravel,4,110,Sharp,Flat,None,No,3,Motorcycle;Car;Car,3.3,No,31,No,No,Yes,Unknown,110,Swerving,Human Error,Multi-vehicle pileup,Front,1,1116,Peak,2.5,7.2,1,3,1,Total,Critical
PK-2024-02410,2024-05-20,05:23,Sindh,Hyderabad,Rural,25.8203,68.8723,Fog,188,16.7,0.1,Daylight,Icy,Asphalt,6,110,Gentle,Flat,Painted,Yes,2,Motorcycle;Auto-rickshaw,13.3,No,48,Partial,No,No,No,110,None,Human Error,Side-swipe,Rear,2,1151,Off-peak,6.8,14.5,1,3,1,Total,Critical
PK-2024-02411,2024-12-04,13:23,Sindh,Nawabshah,Urban,25.7109,67.4069,Dust Storm,1223,34.1,15.8,Street-lit,Potholed,Dirt,6,110,Gentle,Uphill,None,Yes,3,Car;Motorcycle;Car,8.8,No,47,Partial,No,No,No,100,Braking,Speeding,Pedestrian,Rear,2,380,Off-peak,51.4,66.6,1,2,1,Total,Critical
PK-2024-02412,2024-09-14,13:13,Punjab,Multan,Rural,30.3265,73.5855,Clear,24,27.1,6.2,Dawn-Dusk,Potholed,Asphalt,4,80,Gentle,Flat,Physical,No,2,Motorcycle;Car,5.5,No,46,Partial,Yes,Yes,Yes,120,Swerving,Mechanical Failure,Head-on,Front,1,262,Peak,10.4,14.5,2,3,1,Total,Critical
PK-2024-02413,2024-12-20,19:34,Islamabad,Islamabad,Rural,33.302,71.5253,Clear,36,33.2,6.0,Daylight,Dry,Asphalt,4,60,Hairpin,Downhill,Painted,Yes,2,Motorcycle;Car,5.5,Yes,27,No,No,No,No,55,Swerving,Human Error,Pedestrian,Roof,1,521,Off-peak,7.8,17.7,0,0,2,Moderate,Medium
PK-2024-02414,2024-12-04,15:29,Sindh,Nawabshah,Urban,24.89,68.2289,Cloudy,442,13.7,16.4,Street-lit,Construction,Gravel,2,60,Sharp,Uphill,Physical,Yes,2,Motorcycle;Bus,19.8,No,35,Yes,Yes,No,No,65,Swerving,Overloading,Side-swipe,Front,2,182,Off-peak,13.4,20.8,0,0,2,Minor,Low
PK-2024-02415,2024-03-24,11:34,Punjab,Bahawalpur,Urban,31.9795,73.1953,Fog,76,42.0,1.9,Daylight,Muddy,Asphalt,2,60,Gentle,Downhill,None,No,5,Motorcycle;Auto-rickshaw;Car;Motorcycle;Motorcycle,19.5,Yes,62,Yes,Partial,No,No,80,None,Animal Crossing,Side-swipe,Front,1,391,Off-peak,0.5,3.6,0,3,3,Moderate,High
PK-2024-02416,2024-10-14,07:48,Balochistan,Quetta,Rural,29.0863,65.4618,Haze,656,30.1,0.1,Unlit,Potholed,Gravel,4,40,Straight,Downhill,Painted,No,2,Truck;Motorcycle,7.9,No,30,Yes,Not Applicable,No,Yes,70,Swerving,Speeding,Pedestrian,Rear,2,1193,Off-peak,13.1,24.5,0,2,3,Severe,High
PK-2024-02417,2024-07-10,11:53,Islamabad,Islamabad,Urban,33.5968,71.7477,Heavy Rain,183,30.8,25.0,Street-lit,Wet,Gravel,4,80,Straight,Flat,Painted,No,3,Car;Motorcycle;Auto-rickshaw,19.6,No,28,Yes,Not Applicable,No,No,95,None,Mechanical Failure,Side-swipe,Side,2,108,Off-peak,29.6,45.1,1,2,4,Moderate,High
PK-2024-02418,2024-03-02,20:29,Punjab,Sargodha,Highway,29.7052,74.474,Cloudy,398,36.0,7.7,Unlit,Dry,Dirt,2,110,Gentle,Uphill,Physical,Yes,3,Motorcycle;Motorcycle;Bus,3.2,No,32,No,Yes,No,No,120,Braking,Wrong Side,Fixed-object,Front,2,934,Off-peak,14.2,27.2,0,1,3,Severe,High
PK-2024-02419,2024-11-15,03:49,Sindh,Nawabshah,Rural,24.696,67.4076,Clear,687,13.7,38.4,Daylight,Wet,Asphalt,2,60,Gentle,Flat,None,No,3,Bicycle;Car;Motorcycle,10.6,No,23,Partial,No,No,No,75,Swerving,Speeding,Rear-end,Side,2,260,Peak,2.0,8.5,0,0,2,Minor,Medium
PK-2024-02420,2024-05-12,09:28,Sindh,Karachi,Rural,24.5394,68.59,Clear,102,17.8,2.6,Daylight,Muddy,Gravel,2,30,Sharp,Flat,Painted,Yes,3,Truck;Bus;Car,5.2,No,34,No,Yes,No,No,45,Braking,Human Error,Head-on,Side,2,1085,Peak,39.0,50.4,0,1,2,Moderate,Medium
PK-2024-02421,2024-11-13,17:13,Sindh,Larkana,Residential,24.7547,68.7315,Clear,1500,39.0,5.5,Unlit,Construction,Dirt,3,30,Straight,Downhill,Physical,Yes,3,Motorcycle;Bus;Car,3.3,No,16,No,Partial,No,No,30,Braking,Signal Violation,Side-swipe,Front,2,203,Peak,0.5,4.1,0,0,1,Minor,Low
PK-2024-02422,2024-07-27,09:51,Sindh,Hyderabad,Residential,25.7106,66.8206,Haze,559,42.2,5.0,Street-lit,Dry,Gravel,3,50,Straight,Uphill,Physical,No,2,Car;Auto-rickshaw,9.8,No,46,Yes,Yes,No,No,50,None,Human Error,Rear-end,Front,1,808,Off-peak,8.3,17.0,0,0,1,None,Low
PK-2024-02423,2024-12-16,23:08,Sindh,Karachi,Residential,24.121,69.359,Fog,812,38.6,1.5,Daylight,Wet,Dirt,1,100,Straight,Flat,None,No,2,Car;Truck,10.9,No,35,Yes,Yes,No,No,115,Swerving,Wrong Side,Rear-end,Side,1,472,Peak,36.1,47.8,0,1,3,Minor,Medium
PK-2024-02424,2024-09-20,01:35,Punjab,Sialkot,Urban,31.8506,72.6813,Clear,20,30.2,10.3,Unlit,Muddy,Asphalt,4,60,Sharp,Flat,Physical,No,2,Motorcycle;Truck,9.5,Yes,53,Yes,No,No,No,60,None,Mobile Phone,Fixed-object,Side,2,370,Off-peak,3.9,8.1,1,2,2,Total,Critical
PK-2024-02425,2024-06-05,12:58,Balochistan,Khuzdar,Highway,29.2124,65.1283,Fog,105,26.5,0.2,Daylight,Wet,Asphalt,4,60,Gentle,Downhill,Painted,No,3,Motorcycle;Car;Truck,11.3,No,52,Yes,Not Applicable,No,No,75,Braking,Speeding,Rear-end,Side,1,593,Peak,35.6,48.4,0,0,2,Moderate,Medium
PK-2024-02426,2024-11-13,14:54,Sindh,Larkana,Residential,25.3987,67.695,Cloudy,540,31.9,10.2,Tunnel,Muddy,Concrete,2,100,Straight,Flat,Painted,Yes,2,Motorcycle;Motorcycle,18.5,Yes,23,Partial,Not Applicable,No,No,115,Braking,Signal Violation,Head-on,Side,2,981,Peak,37.6,45.5,1,4,3,Severe,Critical
PK-2024-02427,2024-11-21,23:23,Punjab,Lahore,Rural,31.2278,72.5604,Clear,251,19.8,27.6,Daylight,Construction,Asphalt,4,60,Gentle,Flat,Painted,Yes,3,Car;Bus;Truck,9.4,No,31,Partial,Not Applicable,No,No,50,Braking,Human Error,Multi-vehicle pileup,Side,1,685,Off-peak,3.8,10.4,0,0,0,Minor,Low
PK-2024-02428,2024-09-20,22:41,Sindh,Nawabshah,Urban,25.9405,67.7311,Rain,39,33.0,10.1,Street-lit,Dry,Asphalt,3,60,Sharp,Downhill,Physical,Yes,2,Motorcycle;Motorcycle,5.6,No,16,No,Not Applicable,Yes,No,55,Swerving,Speeding,Head-on,Front,1,624,Peak,14.8,19.6,1,3,4,Severe,High
PK-2024-02429,2024-09-19,17:01,Sindh,Nawabshah,Urban,25.9189,68.3526,Cloudy,1047,20.3,1.3,Unlit,Icy,Asphalt,4,80,Straight,Flat,Painted,Yes,3,Truck;Auto-rickshaw;Truck,3.8,No,29,Yes,Not Applicable,No,No,85,None,Signal Violation,Multi-vehicle pileup,Roof,2,1645,Off-peak,2.8,8.7,0,3,2,Moderate,High
PK-2024-02430,2024-03-12,17:35,Sindh,Nawabshah,Residential,24.3775,68.5878,Rain,93,14.9,42.9,Street-lit,Construction,Asphalt,2,60,Straight,Downhill,Physical,No,2,Car;Bicycle,4.0,No,36,No,No,No,No,100,Braking,Drunk Driving,Rear-end,Side,1,389,Peak,5.5,13.2,3,3,2,Total,Critical
PK-2024-02431,2024-07-08,13:43,Punjab,Rawalpindi,Rural,32.3855,72.4361,Clear,1155,14.8,46.2,Tunnel,Dry,Asphalt,2,60,Straight,Flat,Painted,Yes,3,Truck;Car;Motorcycle,3.7,No,46,Yes,Not Applicable,No,Unknown,70,Braking,Mechanical Failure,Fixed-object,Rear,1,90,Off-peak,19.6,24.5,0,0,1,Minor,Low
PK-2024-02432,2024-02-21,20:24,Punjab,Gujranwala,Urban,30.5254,72.8158,Rain,263,35.9,2.3,Daylight,Wet,Concrete,3,80,Straight,Flat,Physical,No,2,Motorcycle;Motorcycle,16.2,Yes,37,No,Partial,No,No,100,None,Speeding,Side-swipe,Front,1,1578,Off-peak,4.0,11.8,0,2,4,Moderate,High
PK-2024-02433,2024-09-15,13:41,Islamabad,Islamabad,Urban,33.8976,73.7812,Cloudy,105,17.4,26.6,Street-lit,Wet,Asphalt,2,60,Gentle,Flat,Physical,No,2,Auto-rickshaw;Motorcycle,19.2,No,35,No,Partial,No,No,80,None,Signal Violation,Rear-end,Side,3,1011,Peak,11.0,13.6,0,2,4,Moderate,High
PK-2024-02434,2024-06-10,16:42,Sindh,Karachi,Urban,25.6691,69.265,Fog,20,37.0,6.7,Unlit,Construction,Asphalt,2,40,Hairpin,Flat,Physical,Yes,1,Auto-rickshaw,9.4,Yes,28,No,Not Applicable,No,No,40,None,Overloading,Head-on,Front,2,594,Peak,8.6,14.7,1,4,3,Severe,Critical
PK-2024-02435,2024-02-12,19:19,Islamabad,Islamabad,Rural,33.7579,74.0775,Rain,290,19.8,7.8,Dawn-Dusk,Dry,Asphalt,2,80,Straight,Flat,Physical,No,3,Bus;Motorcycle;Truck,13.3,No,23,Yes,Yes,Yes,No,85,None,Overloading,Rollover,Side,1,1150,Off-peak,2.9,8.2,0,0,2,Minor,Medium
PK-2024-02436,2024-05-19,18:28,Sindh,Larkana,Urban,24.3708,69.0645,Fog,108,26.8,7.5,Street-lit,Dry,Asphalt,3,80,Gentle,Uphill,None,Yes,3,Car;Motorcycle;Motorcycle,9.7,No,16,Yes,No,No,No,90,Braking,Weather,Pedestrian,Rear,2,1817,Peak,31.0,45.3,2,3,2,Severe,Critical
PK-2024-02437,2024-01-10,05:23,Punjab,Multan,Urban,29.8471,74.9609,Heavy Rain,73,33.2,0.2,Unlit,Potholed,Asphalt,2,100,Straight,Flat,None,Yes,2,Bicycle;Bicycle,17.1,No,50,No,Not Applicable,No,No,110,Swerving,Human Error,Pedestrian,Rear,1,347,Off-peak,3.8,9.5,1,2,3,Severe,Critical
PK-2024-02438,2024-03-17,18:39,Balochistan,Quetta,Rural,30.4781,65.9405,Rain,83,35.2,16.4,Daylight,Construction,Asphalt,3,50,Gentle,Flat,None,No,3,Car;Car;Car,4.7,No,20,No,Not Applicable,No,No,50,Braking,Wrong Side,Head-on,Front,2,1863,Peak,8.9,19.2,0,2,3,Severe,High
PK-2024-02439,2024-07-15,01:49,Punjab,Gujranwala,Highway,31.2819,72.2594,Heavy Rain,234,35.9,7.8,Daylight,Wet,Gravel,1,110,Straight,Flat,None,Yes,4,Bus;Car;Bus;Truck,10.1,No,25,No,Yes,No,No,115,Braking,Wrong Side,Rear-end,Roof,2,870,Off-peak,4.5,7.7,1,2,2,Severe,High
PK-2024-02440,2024-03-18,04:12,Sindh,Nawabshah,Rural,26.8188,69.4758,Fog,110,26.5,18.6,Daylight,Potholed,Asphalt,4,60,Straight,Downhill,Physical,Yes,2,Motorcycle;Motorcycle,7.8,No,29,Yes,Not Applicable,No,No,50,Swerving,Wrong Side,Rear-end,Side,3,638,Peak,4.9,10.7,0,1,3,Moderate,Medium
PK-2024-02441,2024-03-24,10:52,Sindh,Hyderabad,Highway,24.04,67.4556,Clear,826,27.9,20.8,Street-lit,Dry,Concrete,2,60,Sharp,Flat,Physical,Yes,5,Motorcycle;Motorcycle;Car;Car;Motorcycle,15.9,No,43,Partial,Not Applicable,No,No,90,Braking,Weather,Multi-vehicle pileup,Rear,1,932,Peak,1.3,11.5,0,2,2,Moderate,High
PK-2024-02442,2024-12-21,12:57,KPK,Swat,Residential,33.5043,72.8105,Rain,1250,31.1,7.9,Unlit,Wet,Asphalt,3,60,Straight,Uphill,None,No,2,Auto-rickshaw;Motorcycle,12.3,Yes,47,Yes,Yes,Yes,No,50,None,Speeding,Multi-vehicle pileup,Side,2,390,Peak,2.0,9.0,1,3,4,Severe,High
PK-2024-02443,2024-04-26,01:07,Punjab,Sargodha,Residential,32.4118,72.2971,Clear,188,29.2,59.2,Unlit,Dry,Concrete,4,40,Straight,Flat,Physical,No,2,Truck;Auto-rickshaw,18.7,No,31,Yes,Yes,Yes,No,40,None,Human Error,Pedestrian,Roof,1,276,Peak,16.8,32.3,0,0,1,None,Low
PK-2024-02444,2024-03-01,14:29,Sindh,Sukkur,Highway,26.8463,68.9623,Clear,109,32.0,2.1,Street-lit,Icy,Asphalt,2,40,Straight,Uphill,None,Yes,2,Auto-rickshaw;Motorcycle,13.9,No,33,Yes,No,No,No,80,None,Human Error,Rear-end,Side,2,1911,Peak,5.2,14.7,0,2,4,Severe,High
PK-2024-02445,2024-07-17,18:02,Sindh,Sukkur,Highway,26.0036,67.7261,Clear,194,44.3,17.0,Unlit,Dry,Asphalt,2,50,Straight,Downhill,None,Yes,3,Motorcycle;Car;Auto-rickshaw,10.2,No,20,No,No,No,No,50,None,Human Error,Side-swipe,Front,1,1541,Peak,0.5,5.4,0,0,1,None,Low
PK-2024-02446,2024-09-06,06:39,Punjab,Gujranwala,Urban,32.1466,74.4856,Haze,1097,32.9,10.0,Street-lit,Dry,Asphalt,6,110,Straight,Flat,Physical,Yes,3,Motorcycle;Car;Motorcycle,9.8,No,44,Partial,Partial,No,No,110,None,Wrong Side,Side-swipe,Rear,2,1446,Peak,3.9,10.2,0,0,0,Minor,Low
PK-2024-02447,2024-07-14,01:08,Punjab,Multan,Rural,29.5149,74.2746,Clear,273,31.7,1.7,Street-lit,Dry,Asphalt,2,40,Gentle,Flat,Physical,No,2,Bicycle;Car,15.3,No,54,Yes,No,Yes,No,40,None,Signal Violation,Pedestrian,Side,1,96,Off-peak,6.1,15.4,0,0,1,Minor,Low
PK-2024-02448,2024-12-20,07:23,KPK,Abbottabad,Rural,32.2602,72.6485,Dust Storm,116,34.6,14.6,Street-lit,Dry,Gravel,2,50,Gentle,Flat,Painted,No,4,Truck;Auto-rickshaw;Car;Auto-rickshaw,12.6,No,36,Yes,No,No,No,80,Braking,Speeding,Rear-end,Front,1,1684,Off-peak,19.8,29.0,0,2,4,Moderate,High
PK-2024-02449,2024-06-03,20:16,Sindh,Karachi,Urban,25.6584,67.6278,Heavy Rain,244,30.4,7.1,Street-lit,Wet,Gravel,2,60,Gentle,Flat,None,No,2,Bus;Auto-rickshaw,5.9,No,27,Partial,Yes,No,Unknown,70,Braking,Human Error,Head-on,Side,1,273,Off-peak,7.5,18.4,0,1,2,Minor,Medium
PK-2024-02450,2024-01-01,03:27,KPK,Mardan,Rural,32.8003,71.78,Haze,50,49.6,0.3,Daylight,Flooding,Asphalt,2,60,Straight,Uphill,Physical,Yes,3,Motorcycle;Motorcycle;Car,10.0,No,56,Yes,No,No,No,60,None,Speeding,Rollover,Rear,1,829,Off-peak,73.4,90.0,3,3,3,Severe,Critical
PK-2024-02451,2024-09-10,17:51,Balochistan,Quetta,Residential,29.5588,67.9901,Cloudy,66,24.6,2.9,Daylight,Dry,Concrete,4,110,Straight,Uphill,Physical,Yes,3,Motorcycle;Auto-rickshaw;Motorcycle,3.4,No,26,No,Yes,No,Unknown,115,Braking,Human Error,Rollover,Side,1,86,Off-peak,2.0,9.1,0,0,3,Minor,Medium
PK-2024-02452,2024-04-22,10:00,KPK,Abbottabad,Rural,33.4114,71.1023,Rain,1071,16.0,23.7,Tunnel,Dry,Dirt,6,80,Straight,Flat,None,Yes,4,Car;Motorcycle;Truck;Truck,5.1,Yes,36,Yes,Yes,No,No,85,Swerving,Wrong Side,Head-on,Side,1,619,Peak,12.4,19.1,0,0,2,Minor,Medium
PK-2024-02453,2024-01-11,17:47,Punjab,Faisalabad,Rural,31.7765,74.7555,Clear,449,34.6,24.5,Dawn-Dusk,Construction,Asphalt,3,60,Gentle,Uphill,Physical,Yes,2,Auto-rickshaw;Auto-rickshaw,14.2,No,47,Yes,Yes,Yes,No,60,Braking,Wrong Side,Rear-end,Rear,3,560,Peak,5.6,13.8,0,0,0,Minor,Low
PK-2024-02454,2024-08-04,14:54,Punjab,Rawalpindi,Urban,29.5821,73.0555,Clear,32,29.1,1.0,Daylight,Construction,Asphalt,4,100,Sharp,Flat,Physical,Yes,1,Bus,16.3,Yes,55,No,Yes,Yes,No,115,Braking,Speeding,Rear-end,Side,1,616,Off-peak,10.5,18.1,0,3,4,Moderate,High
PK-2024-02455,2024-08-06,22:31,Balochistan,Quetta,Urban,29.1696,67.6096,Rain,889,44.3,0.9,Street-lit,Potholed,Concrete,2,60,Straight,Uphill,Physical,Yes,3,Auto-rickshaw;Auto-rickshaw;Motorcycle,10.1,Yes,34,No,Partial,No,No,80,None,Human Error,Side-swipe,Side,1,176,Off-peak,1.3,5.0,0,0,2,Minor,Medium
PK-2024-02456,2024-07-26,16:16,Punjab,Faisalabad,Residential,30.2664,74.3384,Fog,466,23.3,28.9,Daylight,Dry,Asphalt,4,120,Gentle,Uphill,None,No,1,Auto-rickshaw,12.0,No,41,Partial,No,No,No,140,Swerving,Signal Violation,Head-on,Roof,1,1747,Peak,0.5,3.0,0,2,4,Severe,High
PK-2024-02457,2024-03-27,13:38,Balochistan,Quetta,Urban,28.0405,67.3322,Clear,430,31.7,3.5,Street-lit,Dry,Concrete,3,80,Sharp,Flat,Physical,Yes,2,Car;Car,14.5,No,26,No,No,No,No,120,Braking,Human Error,Pedestrian,Roof,2,832,Peak,9.1,17.0,0,2,3,Severe,High
PK-2024-02458,2024-08-09,11:06,Punjab,Rawalpindi,Urban,30.99,72.132,Fog,1500,20.8,24.6,Daylight,Dry,Asphalt,6,50,Gentle,Flat,Physical,Yes,3,Bicycle;Car;Motorcycle,11.7,No,27,No,No,No,No,60,Braking,Human Error,Pedestrian,Front,1,841,Off-peak,1.0,3.0,0,0,2,Minor,Low
PK-2024-02459,2024-02-23,17:26,Balochistan,Khuzdar,Urban,29.3702,65.3623,Cloudy,575,36.5,14.2,Street-lit,Dry,Asphalt,3,110,Gentle,Flat,Physical,Yes,2,Car;Auto-rickshaw,3.7,No,26,No,Not Applicable,No,No,125,Swerving,Speeding,Fixed-object,Front,1,1378,Off-peak,18.1,25.7,0,1,3,Moderate,Medium
PK-2024-02460,2024-09-16,08:54,Punjab,Bahawalpur,Residential,29.8664,73.2761,Clear,258,33.3,23.8,Street-lit,Dry,Concrete,6,100,Gentle,Uphill,Physical,Yes,2,Motorcycle;Bicycle,7.7,No,44,Yes,Yes,No,Unknown,130,Braking,Overloading,Rear-end,Side,1,277,Off-peak,32.3,46.5,0,0,1,Moderate,Medium
PK-2024-02461,2024-02-07,01:12,KPK,Peshawar,Urban,34.0216,72.8357,Rain,866,18.0,8.5,Dawn-Dusk,Dry,Asphalt,4,120,Hairpin,Flat,Physical,Yes,2,Motorcycle;Car,12.0,No,35,Yes,Not Applicable,No,No,135,Swerving,Speeding,Side-swipe,Rear,1,856,Off-peak,0.5,6.2,0,2,3,Moderate,Medium
PK-2024-02462,2024-11-27,09:29,Punjab,Sargodha,Highway,30.9841,74.1375,Clear,326,28.2,13.8,Street-lit,Dry,Gravel,2,60,Gentle,Flat,Painted,Yes,2,Car;Car,6.6,No,35,No,Yes,Yes,No,75,Swerving,Human Error,Head-on,Rear,1,493,Peak,20.7,29.6,0,0,0,Minor,Low
PK-2024-02463,2024-02-03,06:30,Sindh,Sukkur,Residential,25.8081,66.7982,Cloudy,186,28.4,2.8,Daylight,Dry,Asphalt,3,50,Gentle,Uphill,Painted,Yes,4,Motorcycle;Bicycle;Bicycle;Bicycle,17.5,No,32,Yes,Yes,No,No,50,None,Animal Crossing,Rear-end,Rear,1,1307,Off-peak,5.6,9.8,0,0,1,Minor,Low
PK-2024-02464,2024-10-23,19:32,Punjab,Sargodha,Urban,31.547,73.0027,Cloudy,108,32.3,1.4,Dawn-Dusk,Dry,Asphalt,6,60,Sharp,Flat,Physical,Yes,2,Motorcycle;Car,7.1,No,41,No,Yes,No,No,60,None,Human Error,Rear-end,Side,3,1053,Off-peak,2.1,5.1,0,0,2,Minor,Low
PK-2024-02465,2024-12-26,08:19,Sindh,Nawabshah,Urban,26.2687,67.2101,Clear,675,5.0,41.2,Daylight,Dry,Dirt,4,50,Gentle,Uphill,None,Yes,3,Bus;Motorcycle;Motorcycle,16.5,Yes,23,No,No,No,No,65,Braking,Mechanical Failure,Rollover,Rear,2,693,Off-peak,18.1,24.5,0,3,2,Severe,High
